UF,cod_Inst,cod_Curso,cor_raca,renda_num,renda_valor,renda,cota,ensino_medio,motivo,escolaridade_pai,escolaridade_mae,sexo,nome_curso
25,2564,13438,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Influência familiar,Pós-graduação,Pós-graduação,F,ENGENHARIA ELÉTRICA
25,2564,13438,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Superior - Graduação,F,ENGENHARIA ELÉTRICA
25,2564,13438,Não quero declarar,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Outro,Pós-graduação,Ensino Médio,M,ENGENHARIA ELÉTRICA
25,2564,13438,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Valorização Profissional,Pós-graduação,Pós-graduação,M,ENGENHARIA ELÉTRICA
25,2564,13439,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Valorização Profissional,Ensino Médio,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,1,"até R$ 1.405,50",Baixíssima,Escola pública,Todo escola pública,Vocação,Ensino Médio,Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Vocação,Pós-graduação,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Valorização Profissional,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,ENGENHARIA CIVIL
25,2564,13439,Parda,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Valorização Profissional,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Maior parte escola particular,Vocação,Ensino Médio,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Pós-graduação,F,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA CIVIL
25,2564,13439,Preta,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Branca,1,"até R$ 1.405,50",Baixíssima,Renda,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,ENGENHARIA CIVIL
25,2564,13439,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Outro,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Mais de uma cota,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Amarela,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Maior parte escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Outro,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Outro,Pós-graduação,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Influência familiar,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,ENGENHARIA CIVIL
25,2564,13439,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Valorização Profissional,Pós-graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Preta,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Influência familiar,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,7,"mais de R$ 28.110,00",Altíssima,Não,Todo escola particular,Influência familiar,Pós-graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Outra cota,Todo escola particular,Outro,Ensino Superior - Graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Valorização Profissional,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Valorização Profissional,Pós-graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Outro,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Vocação,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Valorização Profissional,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Maior parte escola particular,Inserção no Mercado de Trabalho,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Não quero declarar,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Outro,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Não quero declarar,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola pública,Valorização Profissional,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Prestígio Social,Pós-graduação,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Médio,Pós-graduação,F,ENGENHARIA CIVIL
25,2564,13439,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Vocação,Pós-graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Vocação,Nenhuma,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,ENGENHARIA CIVIL
25,2564,13439,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Médio,Pós-graduação,F,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Renda,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Prestígio Social,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Maior parte escola particular,Valorização Profissional,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Não quero declarar,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Renda,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Não quero declarar,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Outro,Pós-graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Mais de uma cota,Todo escola pública,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Maior parte escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Pós-graduação,F,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Maior parte escola particular,Influência familiar,Ensino Médio,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Pós-graduação,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Parda,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13439,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA CIVIL
25,2564,13439,Branca,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Parda,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Valorização Profissional,Pós-graduação,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Pós-graduação,M,ENGENHARIA CIVIL
25,2564,13439,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA CIVIL
25,2564,13439,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Pós-graduação,Ensino Médio,M,ENGENHARIA CIVIL
25,2564,13439,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,F,ENGENHARIA CIVIL
25,2564,13441,Amarela,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Maior parte escola particular,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Maior parte escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Superior - Graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Não quero declarar,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Baixa concorrência,Pós-graduação,Ensino Superior - Graduação,M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Nenhuma,Nenhuma,F,ENGENHARIA QUÍMICA
25,2564,13441,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Médio,Pós-graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Valorização Profissional,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,7,"mais de R$ 28.110,00",Altíssima,Não,Todo escola particular,Outro,Ensino Superior - Graduação,Ensino Superior - Graduação,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Outro,Ensino Médio,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Valorização Profissional,Ensino Médio,Ensino Médio,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Valorização Profissional,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Pós-graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Outro,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Pós-graduação,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Valorização Profissional,Ensino Superior - Graduação,Pós-graduação,M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Pós-graduação,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Vocação,Ensino Superior - Graduação,Ensino Médio,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Superior - Graduação,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Valorização Profissional,Ensino Médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Preta,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Outro,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Superior - Graduação,M,ENGENHARIA QUÍMICA
25,2564,13441,Amarela,4,"R$ 4.216,51 a R$ 5.622,00",Média,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),Ensino Médio,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Mais de uma cota,Todo escola pública,Valorização Profissional,Ensino Médio,Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA QUÍMICA
25,2564,13441,Parda,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Maior parte escola particular,Outro,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 6º ao 9º ano (5ª a 8ª série),F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Superior - Graduação,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Outro,Pós-graduação,Ensino Médio,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola pública,Inserção no Mercado de Trabalho,Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),Ensino Fundamental: 1º ao 5º ano (1ª a 4ª série),M,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Valorização Profissional,Ensino Superior - Graduação,Ensino Médio,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,6,"R$ 9.370,01 a R$ 28.110,00",Alta,Não,Todo escola particular,Outro,Pós-graduação,Ensino Superior - Graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Amarela,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Escola pública,Todo escola pública,Outro,Ensino Médio,Ensino Médio,F,ENGENHARIA QUÍMICA
25,2564,13441,Branca,2,"R$ 1.405,51 a R$ 2.811,00",Baixa,Não,Todo escola particular,Vocação,Ensino Médio,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Parda,3,"R$ 2.811,01 a R$ 4.216,50",Média-baixa,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Pós-graduação,F,ENGENHARIA QUÍMICA
25,2564,13441,Parda,1,"até R$ 1.405,50",Baixíssima,Não,Todo escola particular,Inserção no Mercado de Trabalho,Ensino Médio,Ensino Médio,M,ENGENHARIA QUÍMICA
25,2564,13441,Preta,5,"R$ 5. 622,01 a R$ 9.370,00",Média-alta,Não,Todo escola particular,Vocação,Pós-graduação,Ensino Superior - Graduação,M,ENGENHARIA QUÍMICA
